"","review_count","stars","attributes.RestaurantsAttire","attributes.RestaurantsTakeOut","attributes.BusinessAcceptsCreditCards","attributes.NoiseLevel","attributes.GoodForKids","attributes.RestaurantsReservations","attributes.RestaurantsGoodForGroups","attributes.RestaurantsPriceRange2","attributes.HasTV","attributes.BikeParking","attributes.RestaurantsDelivery","attributes.OutdoorSeating","attributes.Caters","attributes.WiFi","city","attributes.BusinessParking.garage","attributes.BusinessParking.street","attributes.BusinessParking.validated","attributes.BusinessParking.lot","attributes.BusinessParking.valet","attributes.GoodForMeal.dessert","attributes.GoodForMeal.latenight","attributes.GoodForMeal.lunch","attributes.GoodForMeal.dinner","attributes.GoodForMeal.brunch","attributes.GoodForMeal.breakfast","attributes.Ambience.touristy","attributes.Ambience.hipster","attributes.Ambience.romantic","attributes.Ambience.divey","attributes.Ambience.intimate","attributes.Ambience.trendy","attributes.Ambience.upscale","attributes.Ambience.classy","attributes.Ambience.casual","Mon","Tue","Wed","Thu","Fri","Sat","Sun","Pos_Rev_rate","id"
"26",36,3.5,"casual","True","True","loud","True","False","True","2","True","True","False","True","False","no","Verona","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True",12,12,12,12,12,12,12,0.805555555555556,"-E99ntlcOByVayPyA9Ak8A"
"27",64,4.5,"casual","True","True","average","True","False","True","1","False","True","False","True","False","free","Madison","False","True","False","False","False","False","False","False","True","False","False","False","False","False","True","False","False","False","False","True",13.7625524769102,8,8,8,9,7,11.3210930442638,0.9375,"Y4OyM5VQLcsyc7nuBw2DTw"
"28",107,4,"casual","True","True","average","True","False","True","2","True","True","False","True","False","free","Madison","False","True","False","True","False","False","False","True","True","False","False","False","False","False","False","False","True","False","False","True",24,13,13,13,14,17,16,0.906542056074766,"krsjoEks-XF-PLKjOJW66A"
"29",174,3.5,"casual","True","True","average","False","True","True","2","True","True","False","True","False","no","Madison","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True","True",11,11,11,11,12,12,11.5,0.82183908045977,"5P73h8f_5q-00YIIkUX4WA"
"31",62,3.5,"casual","True","True","average","True","False","True","2","True","True","True","False","False","no","Madison","False","True","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","True",10,10,10,10,10.5,10.5,11.3210930442638,0.806451612903226,"24fW-8hK0hs5KvEYWwWNDw"
"32",93,2.5,"casual","True","True","very_loud","True","False","True","2","True","True","True","False","False","no","Monona","False","False","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","True",11,11,11,11,12,12,11,0.548387096774194,"YRAAdoAwqMegPKc1HUmxcQ"
"33",92,4,"casual","True","True","average","False","True","True","3","True","False","True","True","False","free","Madison","False","False","False","True","False","False","False","False","True","False","False","False","False","True","False","True","False","False","True","False",24,5.5,5.5,5.5,6,6,11.3210930442638,0.956521739130435,"RG2IGb4LwbxUwCW3iooYDA"
"34",77,4.5,"casual","True","True","average","True","False","True","2","True","True","False","True","False","free","Madison","None","True","False","False","False","False","False","True","False","False","True","False","False","False","False","False","True","False","True","True",24,6,6,6,6,5.5,11.3210930442638,0.883116883116883,"ppyUsjr_baAojLKyAAO1uw"
"35",130,4,"casual","True","True","average","True","True","True","2","True","True","True","False","True","no","Middleton","False","False","False","None","False","False","False","True","None","False","False","False","False","False","False","False","None","None","None","True",5,5,5,5,5,5,5,0.892307692307692,"9gJjV1uydmM6ncehYn159g"
"36",193,3,"casual","True","True","loud","True","False","True","2","True","True","True","True","True","free","Madison","False","False","False","True","False","True","False","True","True","False","False","False","False","False","False","False","False","False","True","True",24,12,12,12,13.5,14.5,12,0.709844559585492,"adU58x75VWjbsyFdoO_m3w"
"37",5,4,"casual","True","True","loud","True","False","True","1","True","True","False","True","False","free","Cross Plains","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","True",13.7625524769102,10.8095518867925,10.8703533026114,11.0355122324159,11.7995444191344,12.2494266055046,11.3210930442638,0.8,"DmklcRAiIIKvdZ_ZuWITgw"
"38",15,4,"casual","True","True","average","True","False","True","2","True","True","False","False","False","no","Belleville","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False",5,5,5,5,4.5,4,11.3210930442638,0.733333333333333,"7vf9ldE1dRYvFvu1kr1bOg"
"39",114,4,"casual","True","True","quiet","True","False","True","1","True","True","True","True","False","free","Madison","False","True","False","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","True",11,11,11,11,11,11,9.75,0.929824561403509,"uYoSb2rNi77LMQZ-Nn1Epg"
"40",566,4,"casual","True","True","average","False","True","True","2","True","True","False","True","False","free","Madison","True","True","False","False","False","False","False","False","True","False","False","False","True","False","False","False","True","False","True","False",24,11,11,11,11,9,9,0.809187279151943,"Twcjx4ofM9GWwXN6LVGSzw"
"41",62,4,"casual","True","True","average","True","False","True","2","True","True","True","True","False","free","Madison","False","False","False","False","True","None","None","None","True","None","None","False","False","False","False","False","False","False","True","True",7,7,7,7,11,15,10,0.903225806451613,"Xdr6RerdQQZiG7tKrTg6fQ"
"42",88,3.5,"casual","True","True","average","True","True","True","2","True","True","False","False","False","free","Madison","False","True","False","False","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False",4.5,4.5,5,5,5,5,4.5,0.840909090909091,"4r9BwC-nkDRMXEIy_bqNbg"
"43",8,2.5,"casual","True","False","average","True","False","True","1","True","True","False","False","False","free","Madison","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",17,17,17,17,17,18,18,0.625,"nnGqETrosXjIcqP4CFUK8A"
"44",74,3,"casual","True","True","average","True","False","True","2","True","True","True","False","False","no","Madison","False","False","False","True","False","None","False","True","True","None","False","False","False","False","False","False","False","False","False","True",11,11,11,11,12,12,11,0.675675675675676,"ozAb1TjLJqRH_3pb8TaPTw"
"45",87,4.5,"casual","True","True","average","True","True","True","2","True","True","True","True","True","free","Madison","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",10,10,10,10,10,10,10,0.931034482758621,"S8jQztEAObUAbW6aeRFqjQ"
"46",51,3.5,"casual","True","True","average","True","False","True","2","True","True","False","True","False","free","DeForest","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True",10,10,10,10,11,11,8,0.784313725490196,"AhYG10mP_LOHePr_SC4Peg"
"47",93,4,"casual","True","True","average","True","False","True","1","True","True","False","True","False","no","Madison","False","True","False","False","False","False","False","None","None","None","True","False","None","None","False","None","False","False","False","True",13.7625524769102,7,7,5,6,6,5,0.913978494623656,"yYgeUm-8qXhZiqTrVyQrKg"
"48",60,4,"casual","True","True","quiet","True","True","True","2","False","True","False","True","False","free","Paoli","False","True","False","True","False","False","False","True","True","False","False","False","False","False","False","True","False","False","True","False",13.7625524769102,3.5,3.5,3,3,3,4.5,0.916666666666667,"iUPRmBfFZe4oz78R9m_zSw"
"49",99,3.5,"casual","True","True","average","True","False","True","2","True","True","True","False","False","no","Madison","False","False","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","True",11,11,11,11,11.5,11,10,0.757575757575758,"xkdgCrkgfbI80Htst6-Lbw"
"50",7,4,"casual","True","True","average","True","False","True","1","True","True","False","True","False","free","Mc Farland","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False",13.7625524769102,10.8095518867925,10.8703533026114,11.0355122324159,11.7995444191344,12.2494266055046,11.3210930442638,1,"V0en_FKo8SZjm5GHYkiCBA"
"51",22,3.5,"casual","True","True","average","True","True","True","2","True","True","False","True","False","free","Stoughton","False","True","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False",13.7625524769102,10.8095518867925,6,11,12,12,9,0.909090909090909,"zhgn0Isb5ZkXrB7OWbat6A"
"52",87,4,"casual","True","True","average","True","False","True","2","True","True","False","True","True","free","Middleton","False","False","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","True",15,15,15,15,15.5,15.5,15,0.873563218390805,"sEA78pHMsVhvQQI8rPksUg"
"53",56,4,"casual","True","True","average","True","True","True","2","True","True","False","True","False","free","Sauk City","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","True",13.7625524769102,10.8095518867925,4,4,5,5,9,0.892857142857143,"CFGlcwlg-l-tIuJ_F58AxA"
"54",33,3.5,"casual","True","True","average","False","True","True","2","False","True","False","False","False","free","Madison","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False",15.5,15.5,15.5,15.5,15.5,15,15,0.787878787878788,"cxyDANKI4ptp9VdbgEtCtg"
"55",53,2.5,"casual","True","True","loud","True","False","True","2","True","True","False","True","False","no","Madison","False","False","False","True","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False",12,12,12,12,12,12,11,0.566037735849057,"TBh4lRgZayACZKK02suaSQ"
"56",32,4,"casual","True","True","average","False","True","True","2","False","True","False","True","True","free","Madison","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False",24,4,4,4,5,5,11.3210930442638,0.8125,"iFWL9vaoRVQ172gzohhugQ"
"57",53,3.5,"casual","True","True","loud","True","False","True","2","True","True","True","True","False","free","Madison","False","False","False","True","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False",12,12,12,12,14,14,12,0.811320754716981,"X4w6_iAqN8ZqZ15a7YWPgw"
"58",116,4,"casual","True","True","average","True","True","True","2","False","True","False","True","True","free","Middleton","False","True","False","False","False","False","False","True","False","True","True","False","False","False","False","False","False","False","False","True",9,9,9,9,9,9,8,0.879310344827586,"VeHqcEfR_-v2-bSvNYFgNA"
"59",66,3.5,"casual","True","True","loud","False","False","True","2","True","False","False","False","False","free","Madison","True","True","False","False","False","False","False","False","True","False","False","False","True","False","False","False","False","False","False","True",13.7625524769102,10.8095518867925,10.8703533026114,11.0355122324159,11.7995444191344,12.2494266055046,11.3210930442638,0.742424242424242,"sTEmdsTMxoiKmjtRXRxCoA"
"60",56,3.5,"dressy","False","True","quiet","False","True","True","3","False","True","True","True","True","free","Madison","True","False","False","False","False","False","False","True","True","False","False","False","False","False","False","False","False","True","True","False",8,8,8,8,8,3,11.3210930442638,0.678571428571429,"cgoS2M0ghmdAQM1fvf-I9Q"
"61",17,3.5,"casual","True","True","average","True","False","True","1","True","True","False","True","False","free","Madison","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","True",10,10,10,10,10,10.5,12,0.705882352941177,"_QjeZOaIFXNU1AeeCdO_qw"
"62",429,4.5,"casual","False","None","average","False","True","True","3","False","True","False","True","False","no","Madison","False","True","False","False","False","False","False","False","True","False","False","False","True","False","False","False","True","False","True","False",6,6,6,6.5,7,7,11.3210930442638,0.906759906759907,"OoI3WUe4Xl86d53avy3oVA"
"63",22,4,"casual","True","True","average","True","False","True","2","True","True","True","False","True","free","Madison","False","True","False","True","False","False","False","False","True","False","False","None","None","None","None","None","None","None","None","True",24,6,15,15,15.5,15.5,15,0.863636363636364,"eRGTss9r2Et8s_1UiPBKOg"
"64",23,3.5,"casual","True","True","loud","True","False","True","1","True","True","False","True","False","no","Madison","False","False","False","True","False","False","False","False","True","False","False","False","False","False","True","False","False","False","True","False",11,15,15,15,15.5,15.5,13,0.826086956521739,"lMeWUHAkBUXwcuX1tGTdtw"
"65",44,3.5,"casual","True","True","loud","False","True","True","2","True","True","False","True","False","free","Madison","None","True","None","None","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",15,15,15,15,15,15,15,0.795454545454545,"fNhp7o7RhmKhdBFTsJyyxw"
"66",151,3.5,"casual","True","True","average","True","True","True","2","True","True","False","True","False","free","Fitchburg","False","True","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","True","True",15,15,15,15,15.5,15.5,16,0.814569536423841,"sOs9goJyHT5Ggu1hTsp3kg"
"67",102,4,"casual","True","True","average","True","True","True","2","True","True","False","True","True","free","Middleton","False","False","False","True","False","None","False","True","True","False","False","False","False","False","False","False","False","False","True","True",5.5,5.5,5.5,5.5,6,6,9.5,0.813725490196078,"VUbACJQR-_dVwyPYMFSodg"
"68",247,4,"casual","True","True","average","True","True","True","3","True","True","True","True","True","free","Madison","True","True","False","True","False","False","False","False","True","False","False","False","False","True","False","False","False","False","True","False",5,5,5,5,6,6,11.3210930442638,0.866396761133603,"5p5YW_5bMOSuLIQjkJPO3w"
"69",35,4,"casual","True","False","average","True","False","True","1","True","True","False","False","False","free","Mount Horeb","False","True","False","False","False","False","False","False","True","False","False","False","False","False","True","False","False","False","False","True",13.7625524769102,10.8095518867925,10.8703533026114,11.0355122324159,11.7995444191344,12.2494266055046,11.3210930442638,0.828571428571429,"xetcxlZ7p1YTjLj94KafOQ"
"70",8,4,"casual","True","True","average","True","False","True","2","True","True","False","False","False","free","Waunakee","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False",15,15,15,15,15.5,16.5,11.3210930442638,0.875,"GhMFE71TCNrbMWdoWQxE-g"
"71",61,2.5,"casual","True","True","very_loud","True","False","True","2","True","True","True","False","False","free","Madison","None","True","False","False","False","False","False","True","True","False","False","None","False","False","False","False","None","False","False","True",13,13,13,13,13,13,13,0.442622950819672,"NKx2a3_PQ9c7Ts_A6JxKWQ"
"72",109,2.5,"casual","True","True","quiet","False","True","True","2","False","True","False","True","True","no","Madison","True","False","False","False","False","False","False","False","True","False","False","False","False","True","False","True","False","False","True","False",10,10,10,10,11,11,5,0.706422018348624,"wUqqq1nUFA8Fn-3vYYFyWQ"
"73",243,4.5,"casual","True","True","average","False","True","True","2","False","True","False","True","False","free","Madison","False","True","False","False","False","False","False","True","True","False","False","False","False","True","False","False","True","True","True","False",5.5,5.5,5.5,5.5,5.5,5.5,5.5,0.930041152263374,"6zZDTZ4ZZEYfN268iPz0uQ"
"74",1879,4,"casual","True","True","loud","True","False","True","2","True","True","True","True","False","free","Madison","True","True","False","True","False","False","None","True","True","None","None","False","False","False","False","False","False","False","False","True",15,16.5,17.5,17.5,18,16.5,13.5,0.833954230973922,"RJNAeNA-209sctUO0dmwuA"
"75",33,4,"casual","True","True","average","True","True","True","2","True","True","False","True","False","free","Verona","False","False","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","True",16,16,16,16,16,19,5,0.939393939393939,"7o2ohuxAwEh11pzXxGIYAA"
"76",55,4.5,"casual","True","True","average","True","False","True","2","True","True","False","True","False","free","Madison","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True","False",10,10,10,10,10.5,14.5,10,0.836363636363636,"c2a7-byrwnuRUW757cyjgA"
"77",155,3.5,"casual","True","True","average","True","True","True","2","True","True","False","True","False","free","Madison","False","False","False","True","False","False","False","True","False","False","False","False","False","False","False","False","False","False","True","True",24,13,13,14,14.75,14.75,11,0.864516129032258,"caMVCmuEG4rIV8HtTdU9jA"
"78",105,4,"casual","True","True","average","True","True","True","1","True","True","False","True","False","free","Middleton","False","True","False","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","True",24,13.5,13.5,13.5,13.5,13.5,11.3210930442638,0.857142857142857,"uMZxxZrbM441LnnfqR1WOQ"
"79",45,2.5,"casual","True","True","average","True","True","True","2","True","True","False","True","True","free","Oregon","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","True",10,10,10,10,11,11,10,0.555555555555556,"z_GjAY3UfxHNa5SDafxyDw"
"80",23,3.5,"casual","True","True","average","True","False","True","1","True","True","False","True","False","free","Middleton","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False",13.7625524769102,10.8095518867925,10.8703533026114,11.0355122324159,11.7995444191344,12.2494266055046,11.3210930442638,0.652173913043478,"JRlNQwZbV72kQdFz5YX4TA"
"81",135,3.5,"dressy","False","True","quiet","False","True","True","3","True","True","False","True","False","no","Madison","False","False","False","True","False","False","False","False","True","False","False","False","False","True","False","False","False","True","True","False",5,5,5,9,5,5,5,0.8,"xtDZdPaHwhAwoo77QV9Oeg"
"82",9,3.5,"casual","True","True","average","True","True","True","2","True","True","False","True","False","free","Madison","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",24,8.5,8.5,8.5,8.5,13,7.5,0.555555555555556,"Z-dOEkXn7vMoJYbPFvfSFA"
"83",103,3.5,"casual","True","True","average","True","False","True","2","True","True","False","False","True","free","Sun Prairie","False","False","False","True","False","False","True","True","True","False","False","False","False","False","False","False","False","False","False","True",13,13,13,13,13,13,13,0.776699029126214,"bNdLi3Vs1HNn04CaO8qBgw"
"84",45,4.5,"casual","True","False","average","False","False","True","1","True","True","False","False","False","free","Madison","False","True","False","False","False","False","False","False","True","False","False","False","False","False","True","False","False","False","False","False",15,15,15,15,15,15,15,0.955555555555556,"VLM7exTU8wRmPVxI4uKi1w"
"85",30,3.5,"casual","True","True","very_loud","True","False","True","2","True","True","False","False","False","free","Madison","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","True","False","True","True",13.7625524769102,6,6,9,9.5,9.5,11.3210930442638,0.666666666666667,"-pojh365D8riip5Mvwwb_g"
"86",170,4,"casual","True","True","loud","True","False","True","2","True","True","False","False","False","no","Madison","False","True","False","False","False","False","False","False","True","False","False","False","False","False","True","True","False","False","True","False",6,6,6,6,7,7,11.3210930442638,0.835294117647059,"GnODIDJz09LecpudDoynCg"
"87",171,4,"dressy","False","True","average","False","True","True","3","True","True","False","False","False","free","Madison","True","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","True","False","True","False",24,4.5,4.5,4.5,5.5,5.5,4.5,0.900584795321637,"Dy99p5bWfr6g0UtlmPjDqg"
"88",27,4,"casual","True","True","average","False","False","True","1","True","True","False","True","False","free","Madison","False","False","False","True","False","False","False","False","True","False","False","False","False","False","True","False","False","False","False","True",9.5,11.5,11.5,11.5,12,12,9.5,0.851851851851852,"wk4a34PeAcKhlFGwFHi2jw"
"89",563,4,"casual","True","True","average","True","False","True","2","True","True","True","True","True","free","Madison","False","False","True","True","False","False","False","False","False","True","True","False","False","False","False","False","False","False","True","True",15,15,15,15,17,16,14,0.8898756660746,"xI8GXDAdJcPX5dIP0acBvw"
"90",208,4,"casual","True","True","average","False","True","True","2","True","True","False","False","True","no","Madison","False","True","False","True","False","False","False","False","True","False","False","False","False","True","False","False","False","False","True","False",4,4,4,4,5,5,4,0.879807692307692,"yPgUkQxj8CYPKF89HV65kg"
"91",81,3.5,"casual","True","True","quiet","True","True","True","2","True","True","True","True","False","free","Madison","False","True","False","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","True",15,15,15,15,15,15,15,0.851851851851852,"qaa9M_pUfOv0BPRcnulk4g"
"92",21,4.5,"casual","True","True","average","True","False","True","1","False","True","False","False","False","free","Madison","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","True",24,2.25,10.8703533026114,11.0355122324159,2.25,2.25,11.3210930442638,1,"JifXtwlysM529-lapn8Bcw"
"93",17,3.5,"casual","True","True","average","False","True","True","2","True","True","False","True","False","free","Madison","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","True",14,14,14,14,14,14,14,0.588235294117647,"rr-8WQv7TWFP3c83ypc4Cg"
"94",339,4,"casual","True","True","average","False","True","True","2","False","True","True","True","False","free","Madison","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","True","False",6,6,6,8,8,8,5,0.882005899705015,"zINKP9rtvo2IUKTZoYJUvQ"
"95",187,4,"casual","True","True","average","False","True","True","2","False","True","False","True","False","free","Madison","False","True","False","False","False","None","False","True","True","False","False","False","False","True","False","True","False","False","True","False",4,4,4,4,5,5,11.3210930442638,0.903743315508021,"G099MT9cwtwgdsR71JLp6w"
"96",72,3,"casual","True","True","average","True","False","True","2","False","True","None","False","True","no","Madison","False","False","False","True","False","True","False","True","True","False","False","False","False","False","False","False","False","False","False","True",24,11,11,11,12,12,11,0.722222222222222,"V_2YX2rW_l5N3UwwifokCQ"
"97",22,4.5,"casual","True","True","average","True","False","True","2","True","True","False","True","True","free","Madison","False","False","False","False","False","False","False","False","True","False","False","False","True","False","False","True","True","False","True","True",24,10,10,10,10.5,10.5,13,0.818181818181818,"7oG9TB-SFG9Tpo3QvrYIUQ"
