"","user_id","business_id","text","date","compliment_count","name","review_count","is.open","stars","attributes.RestaurantsAttire","attributes.RestaurantsTakeOut","attributes.BusinessAcceptsCreditCards","attributes.NoiseLevel","attributes.GoodForKids","attributes.RestaurantsReservations","attributes.RestaurantsGoodForGroups","attributes.RestaurantsPriceRange2","attributes.HasTV","attributes.Alcohol","attributes.BikeParking","attributes.RestaurantsDelivery","attributes.ByAppointmentOnly","attributes.OutdoorSeating","attributes.Caters","attributes.WheelchairAccessible","attributes.WiFi","attributes.BYOB","attributes.Corkage","attributes.RestaurantsTableService","attributes.BusinessAcceptsBitcoin","attributes.HappyHour","attributes.DogsAllowed","attributes.CoatCheck","attributes.Music","attributes.BestNights","attributes.BYOBCorkage","attributes.DriveThru","attributes.GoodForDancing","attributes.Smoking","attributes.AgesAllowed","attributes.DietaryRestrictions","attributes.RestaurantsCounterService","attributes.Open24Hours","hours.Monday","hours.Tuesday","hours.Wednesday","hours.Thursday","hours.Friday","hours.Saturday","hours.Sunday","categories","state","city","attributes.BusinessParking.garage","attributes.BusinessParking.street","attributes.BusinessParking.validated","attributes.BusinessParking.lot","attributes.BusinessParking.valet","attributes.GoodForMeal.dessert","attributes.GoodForMeal.latenight","attributes.GoodForMeal.lunch","attributes.GoodForMeal.dinner","attributes.GoodForMeal.brunch","attributes.GoodForMeal.breakfast","attributes.Ambience.touristy","attributes.Ambience.hipster","attributes.Ambience.romantic","attributes.Ambience.divey","attributes.Ambience.intimate","attributes.Ambience.trendy","attributes.Ambience.upscale","attributes.Ambience.classy","attributes.Ambience.casual"
"11","9SWtEX1k9AjRg93BAzMCpg","M25NgFDHrozQn4MhIsEpRw","have marko make you a special j.j. martini. amazing!","2013-08-21 23:46:19",0,"Bistro 101",34,1,4,"u'casual'","False","True","u'average'","False","True","True","3","True","u'full_bar'","True","False",NA,"False","True",NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16:0-21:0","16:0-21:0","16:0-21:0","16:0-21:0","16:0-21:0",NA,"American (New), Restaurants, Mediterranean","WI","Mount Horeb","False","True","False","False","False",NA,NA,NA,NA,NA,NA,"False","False","False","False","True","False","False","True","False"
"12","dxjehLpGgh08vby2BksV6g","2YlUn3s132hNq5ueGeIiJg","good for a nice drink any time if the day. great appetizer menu.","2014-03-24 22:27:01",0,"Bonfyre American Grille",258,1,3.5,"u'casual'","True","True","u'average'","False","True","True","2","True","u'full_bar'","False","True",NA,"True","True",NA,"u'free'",NA,NA,NA,NA,"True","False",NA,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}","{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}",NA,NA,"False","u'no'",NA,NA,NA,NA,"11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","12:0-23:0","11:0-22:0","American (Traditional), Beer Bar, Bars, American (New), Nightlife, Cocktail Bars, Restaurants","WI","Madison","True","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","True","False","True","False"
"13","srFZ0_Q7ktL5USL63yzrHQ","Rn9FfZqjIU1oy8XaST9qbw","2 dollar mystery beers all day!","2016-11-20 18:19:12",0,"Black Locust Cafe",118,1,4.5,"'casual'","True","True","u'average'","True","False","True","1","False","u'full_bar'","True","False",NA,"True","False","True","u'free'",NA,NA,"False","False",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0:0-0:0","7:0-21:0","7:0-21:0","7:0-21:0","7:0-21:0","8:0-21:0","8:0-20:0","Restaurants, Food, Coffee & Tea, Cafes, Juice Bars & Smoothies, Breakfast & Brunch, Creperies, Southern","WI","Madison","False","True","False","False","False","False","False","True","False","True","True","False","True","False","False","False","True","False","False","True"
"14","kUWdlP3z0ZRtmCiiIYCyGA","sXYkjcuGhtaYP8yeQPaHgA","believe the hype and eat their food... that is all","2013-11-27 12:15:58",0,"Heritage Tavern",478,1,4.5,"'casual'","False","True","u'average'","False","True","True","3","False","u'full_bar'","True","False",NA,"True","True","True","'free'",NA,NA,"True",NA,"True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16:0-0:30","16:0-0:30","16:0-0:30","16:0-0:30","16:0-1:0","17:0-1:0","9:30-14:0","Gastropubs, Restaurants, American (New), Breakfast & Brunch","WI","Madison","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True","False"
"15","FLywq-0cYT2_ahb4lwSFDw","0vyh1UE4HH8ayZtXNxIfeQ","so horrible. they kicked me out for no reason. i was there for hours and they made me leave without giving me my own coat. this place is horrible and has horrible prices. you would think they would want customers bit apparently not. thanks for leaving me in 30 degree weather. your shitty ass bar needs to die. fuck the bartender who kicked me out when i did not show one sign of being drunk.","2014-04-06 03:52:12",0,"Red Shed Tavern",37,1,3,"'casual'","False","False","u'loud'","False","False","True","1","True","u'full_bar'","True","False",NA,"False","False",NA,"'no'",NA,NA,"False",NA,NA,NA,"False","{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",NA,NA,NA,NA,"u'outdoor'",NA,NA,NA,NA,"15:0-2:0","15:0-2:0","15:0-2:0","15:0-2:0","15:0-2:30","12:0-2:30","20:0-2:0","Bars, American (Traditional), Dive Bars, Nightlife, Restaurants","WI","Madison","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False"
"16","KImDfKRpLV1vv7in15gehg","_dcX-gXs3VxTBmURWdnTOw","sunday brunch","2014-03-23 17:30:04",0,"Buck & Honeys",217,1,3.5,"u'casual'","True","True","u'average'","True","True","True","2","True","u'full_bar'","True","False",NA,"True","True",NA,"'free'",NA,NA,NA,NA,"True",NA,"False","{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}","{'monday': False, 'tuesday': True, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}",NA,NA,"False",NA,NA,NA,NA,NA,"11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","10:0-22:0","Breakfast & Brunch, Bars, Venues & Event Spaces, American (Traditional), Wine Bars, Nightlife, Restaurants, Steakhouses, Event Planning & Services","WI","Sun Prairie","False","False","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","True"
"17","WR4C0U4EML6kzwWDGDsGdg","BgIIbIvVRk9vG-jt8KAenw","roasted red pepper soup is awesome","2017-04-02 14:49:54",0,"Funk's Pub",70,1,4,"'casual'","True","True","u'average'","True","False","True","2","True","u'full_bar'","True","None",NA,"True","False",NA,"'free'",NA,NA,"True",NA,NA,NA,NA,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-0:0","11:0-0:0","11:0-0:0","11:0-1:0","11:0-2:0","9:30-2:0","9:30-0:0","Restaurants, Nightlife, Music Venues, Arts & Entertainment, Bars, American (Traditional), Pubs","WI","Fitchburg","False","False","False","True","False","None","None","True","True","None","None","False","False","False","False","False","None","False","False","True"
"18","UpKyMVk02grOEJDPPsbZjQ","BF4RaOWyjLDa9OvriKc1sA","sunday morning bloody mary, not spicy but very good!! zing zang .","2016-02-14 16:48:37",0,"Come Back In",103,1,3.5,"u'casual'","True","True","u'loud'","False","True","True","1","True","u'full_bar'","True","False",NA,"True","False","True","u'free'",NA,NA,"True","False","True","False",NA,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': True, 'live': True, 'video': False, 'karaoke': False}","{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}",NA,NA,"False","u'outdoor'",NA,NA,NA,NA,"15:0-2:0","15:0-2:0","15:0-2:0","15:0-2:0","15:0-2:30","8:0-2:30","8:0-2:0","Breakfast & Brunch, Nightlife, American (Traditional), Bars, Restaurants","WI","Madison","False","False","False","True","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True"
"19","8c7IgkZfyo6RjIoc6zaFKg","sPd3E7lFzd_yooiq-ekxtQ","the only ""buzz"" my friend and i got off the 18 margarita pitcher was assuredly a sugar buzz. totally unacceptable.","2017-11-02 12:49:11",0,"Pedro's Mexican Restaurante",126,1,2.5,"u'casual'","True","True","u'average'","True","True","True","2","True","u'full_bar'","True","True",NA,"False","True","True","u'free'",NA,NA,"True","False","True",NA,NA,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}","{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}",NA,NA,"False","u'yes'",NA,NA,NA,NA,"11:0-22:0","11:0-0:0","11:0-22:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-21:0","Mexican, Restaurants, Bars, Nightlife, Tex-Mex","WI","Madison","False","False","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","True"
"20","d5WLqmTMvmL7-RmUDVKqqQ","sOs9goJyHT5Ggu1hTsp3kg","shrimp & grits are back!","2018-03-29 04:03:44",0,"The Great Dane Pub & Brewing Company",151,1,3.5,"u'casual'","True","True","u'average'","True","True","True","2","True","u'full_bar'","True","False",NA,"True","False","True","u'free'",NA,NA,"True","False","True","False","False","{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}","{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}",NA,NA,NA,NA,NA,NA,NA,NA,"11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:30","11:0-2:30","10:0-2:0","Restaurants, American (Traditional), Pubs, Bars, Nightlife, Food, Breweries","WI","Fitchburg","False","True","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","True","True"
"21","UeEzEYOCSKUjHCTx7IvdvA","y6R_bSCYiotoUjvygVcFaQ","this is a great place if you want to have a pre-arranged ""team meal"". a bit out of the way from the sports complexes in the area, but if you call ahead they'll set you up with a nice buffet at a great price.","2017-11-21 22:56:41",0,"Sugar River Pizza",157,1,4,"'casual'","True","True","'average'","True","True","True","2","True","u'full_bar'","True","True","False","True","True","True","u'free'","False","False","True","False","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0:0-0:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-21:0","Sandwiches, Italian, Comfort Food, Pizza, Salad, Restaurants, Specialty Food, Food, Pasta Shops","WI","Verona","False","False","False","True","False","False","False","True","True","False","False","False","False","False","False","False","None","False","False","True"
"22","M7LTyzbRK1M3RsMllbf3Og","HO2knNxcc_8lFtgGxN8q2A","birthday stein.  bring in your id and receive free tap beer, rails or soda on your birthday.","2017-03-12 05:42:56",0,"Nitty Gritty- Madison",177,1,3,"'casual'","True","True","u'loud'","True","True","True","2","True","'full_bar'","True","True",NA,"True","False",NA,"u'free'",NA,NA,NA,NA,NA,"False",NA,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}","{'monday': False, 'tuesday': True, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': False}",NA,"False","False",NA,NA,NA,NA,NA,"11:0-1:0","11:0-1:0","11:0-1:0","11:0-1:0","11:0-1:0","10:0-1:0","10:0-1:0","Nightlife, American (Traditional), Bars, Beer, Wine & Spirits, Restaurants, Burgers, Food","WI","Madison","False","True","False","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","True","True"
"23","FqNT4NXpauSXVzP9TXHkMg","sXYkjcuGhtaYP8yeQPaHgA","nothing i don not like!","2014-07-26 04:26:12",0,"Heritage Tavern",478,1,4.5,"'casual'","False","True","u'average'","False","True","True","3","False","u'full_bar'","True","False",NA,"True","True","True","'free'",NA,NA,"True",NA,"True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16:0-0:30","16:0-0:30","16:0-0:30","16:0-0:30","16:0-1:0","17:0-1:0","9:30-14:0","Gastropubs, Restaurants, American (New), Breakfast & Brunch","WI","Madison","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True","False"
"24","HRNysSGlkeq-Fjud0k0Y4Q","xzGUXMDKa2xw_TJ2n4WrNw","great staff, nice beer selection, solid menu. a-","2016-01-06 16:14:16",0,"Lazy Oaf Lounge",60,1,3,"u'casual'","True","True","u'average'","False","True","True","1","True","u'full_bar'","True","True",NA,"True",NA,NA,"u'free'",NA,NA,NA,"False","True",NA,NA,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}",NA,NA,NA,"True",NA,NA,NA,NA,NA,"11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:30","11:0-2:30","11:0-2:0","American (Traditional), Nightlife, Sports Bars, Bars, Restaurants, Food","WI","Madison","False","False","False","True","False",NA,NA,NA,NA,NA,NA,"False","False","False","False","False","False","False","False","True"
"25","9SWtEX1k9AjRg93BAzMCpg","9ismhhkIPREHOo8tJi0ETA","happy hour drink specials and half price appetizers","2014-03-15 01:23:34",0,"Ruth's Chris Steak House",118,1,3.5,"u'dressy'","False","True","u'quiet'","False","True","True","3","True","u'full_bar'","False","False",NA,"False","False",NA,"u'no'",NA,NA,"True",NA,"True",NA,NA,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16:0-22:0","16:0-22:0","16:0-22:0","16:0-22:0","16:0-23:0","16:0-23:0","16:0-21:0","Restaurants, Steakhouses, Seafood, Lounges, Bars, Nightlife","WI","Middleton","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True","False"
"26","uf1UdKswKWOqFLUvRvvbzA","SBnpT6JDbah-5l_52GM5sw","get mussels for lunch!! same portion at a cheaper price!","2011-01-23 18:47:43",0,"Sardine",477,1,4,"'casual'","True","True","u'average'","True","True","True","2","False","u'full_bar'","True","False",NA,"True","False","True","u'no'",NA,NA,"True",NA,"True","False","False","{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}","{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}",NA,NA,"False","u'no'",NA,NA,NA,NA,"17:0-22:0","17:0-22:0","17:0-22:0","17:0-22:0","17:0-23:0","9:0-23:0","9:0-21:0","Wine Bars, French, Bars, Restaurants, Nightlife, American (New), Breakfast & Brunch","WI","Madison","False","False","False","True","False","False","False","False","True","True","False","False","False","False","False","False","False","False","True","False"
"27","eujtZMdyJFxCbBoAZhcrEQ","aUrOyWFKxKeVXiFzwbTXSA","nessalla kombucha is served on tap. so tasty!","2016-11-30 05:03:11",0,"The Green Owl Cafe",316,1,4,"u'casual'","True","True","u'quiet'","True","True","True","2","False","u'full_bar'","True","False",NA,"True","False",NA,"u'free'",NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","10:0-15:0","Cafes, Vegan, Diners, Vegetarian, Restaurants","WI","Madison","False","True","False","False","False","False","False","True","True","False","False","False","True","False","False","False","False","False","True","True"
"28","vO1a12SLh9EgKLnEw9vkcg","Wtp0Pfnhd7NvUIEawiIjTA","no wait!","2011-07-22 23:35:56",0,"Dexter's Pub",147,1,4,"'casual'","True","True","u'average'","True","False","True","2","True","u'full_bar'","True","False",NA,"True","False",NA,"u'free'",NA,"False",NA,NA,"True",NA,"False","{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': True, 'live': False, 'video': False, 'karaoke': False}","{'monday': True, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}",NA,NA,NA,NA,NA,NA,NA,NA,"11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:30","11:0-2:30","11:0-0:0","American (Traditional), Nightlife, Pubs, Restaurants, American (New), Bars, Sports Bars","WI","Madison","False","True","False","True","False","False","None","True","True","False","False","False","None","False","None","False","False","False","False","True"
"29","UORCJidflyd3jNZ5xWmfTw","UidScb9HFDSD3NBw8MLuGw","great friends and conversation.  horrible food. wtf?! how hard is it to cook rice and beans?","2011-06-28 23:35:10",0,"Pasqual's Cantina",176,1,3,"'casual'","True","True","u'average'","True","True","True","2","True","u'full_bar'","True","True",NA,"True","True",NA,"u'free'",NA,NA,NA,NA,"True",NA,"False","{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}","{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}",NA,NA,"False","u'no'",NA,NA,NA,NA,"0:0-0:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","10:0-23:0","10:0-21:0","Nightlife, Mexican, Bars, Tex-Mex, Restaurants","WI","Madison","True","False","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","True"
"30","mW_jnHry3uBNYptr4jw9Ww","EvsbXberGLbwGGVWb-n2-w","everyone needs a birthday mug!","2015-02-07 02:54:18",0,"Nitty Gritty Middleton",64,1,3.5,"'casual'","True","True","u'average'","True","True","True","2","True","u'full_bar'","True","True",NA,"True","False",NA,"'free'",NA,NA,"True",NA,"True",NA,NA,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': None, 'live': False, 'video': False, 'karaoke': None}","{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}",NA,NA,"False",NA,NA,NA,NA,NA,"11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","10:0-23:0","10:0-22:0","American (Traditional), Restaurants, Sports Bars, Nightlife, Bars, Gluten-Free","WI","Middleton","False","False","False","True","False","True","False","True","True","False","False","False","None","False","False","None","None","False","False","True"
